"quartile.25.","quartile.50.","quartile.75.","quartile.100.","mean","sd","bases","data","log.1.quartile.25.","log.1.quartile.50.","log.1.quartile.75.","log.1.quartile.100.","log.1.mean","log.1.sd","log.1.bases","log.1.data","log.quartile.75.","log.quartile.100.","log.mean","log.sd","log.bases","log.data","log.log.quartile.100.","log.log.mean","log.log.sd","log.log.bases","log.log.data"
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr10:51448845-125869472",3,5,9,911,7.550303198,14.44534831,74420627,7164623,1.386294361,1.791759469,2.302585093,6.81563999,2.145966744,2.737307878,18.12524372,15.78466614,2.197224577,6.814542897,2.021587721,2.670372446,18.12524371,15.784666,1.91905899,0.703883203,0.982217956,2.897305646,2.759038963
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr12:145739-7189876",4,7,11,990,10.4325258,20.0381863,7044137,878384,1.609437912,2.079441542,2.48490665,6.898714534,2.436462433,3.046339182,15.76770634,13.68584027,2.397895273,6.897704943,2.344928407,2.997639768,15.7677062,13.68583913,1.931188739,0.852254871,1.097825235,2.757963937,2.616361658
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr12:66500000-109373470",3,5,8,813,6.496170102,12.04770266,42873470,3645248,1.386294361,1.791759469,2.197224577,6.701960366,2.014392237,2.568612077,17.5737638,15.10893523,2.079441542,6.70073111,1.871212788,2.488873991,17.57376378,15.10893496,1.902216641,0.626586771,0.911830396,2.866407095,2.715286288
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr14:19050000-107289540",3,5,8,947,7.21696209,13.86858232,88239540,8226341,1.386294361,1.791759469,2.197224577,6.854354502,2.106200565,2.699250418,18.29556573,15.922852,2.079441542,6.853299093,1.976434101,2.629626017,18.29556572,15.92285188,1.924730156,0.681294262,0.966841637,2.90665872,2.767755303
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr16:46510000-88389383",4,6,10,758,8.484379295,15.84941429,41879383,4479160,1.609437912,1.945910149,2.397895273,6.632001777,2.249646161,2.824315896,17.55030424,15.31494631,2.302585093,6.630683386,2.138226743,2.763132546,17.55030421,15.31494609,1.891707874,0.759976861,1.016365017,2.865071284,2.72882922
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr1:206482221-223747846",3,5,9,846,7.470852518,13.88611384,17265625,1648646,1.386294361,1.791759469,2.302585093,6.741700695,2.136631155,2.700428821,16.66422815,14.31546551,2.197224577,6.74051936,2.011009118,2.630889336,16.66422809,14.3154649,1.908136978,0.698636645,0.96732194,2.813264391,2.661340415
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr22:20700000-50364777",4,7,11,849,10.38446674,19.02496319,29664777,3753192,1.609437912,2.079441542,2.48490665,6.745236349,2.432249859,2.996979655,17.20547097,15.1381175,2.397895273,6.744059186,2.340311107,2.945751969,17.20547094,15.13811724,1.908661997,0.850283872,1.080364122,2.845227411,2.717215883
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr2:162200000-234003741",3,5,8,810,6.676615721,12.23058966,71803741,6255265,1.386294361,1.791759469,2.197224577,6.698268054,2.038178789,2.582531547,18.08944715,15.64893423,2.079441542,6.697034248,1.898611231,2.503940163,18.08944714,15.64893407,1.901664779,0.641122688,0.917865556,2.895328737,2.750402804
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr3:60000-66170270",3,6,9,891,7.717923418,13.70737167,66110270,6573416,1.386294361,1.945910149,2.302585093,6.793466133,2.165381069,2.688348842,18.00683468,15.69854435,2.197224577,6.792344427,2.043545341,2.617933766,18.00683466,15.69854419,1.915796158,0.714686211,0.962385368,2.890751389,2.753567982
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr6:60000-58087659",2,5,9,760,7.232028333,13.94954794,58027659,5327223,1.098612289,1.791759469,2.302585093,6.634633358,2.10803244,2.704681061,17.87643035,15.48834083,2.197224577,6.633318433,1.978519541,2.635447102,17.87643033,15.48834065,1.892105197,0.682348858,0.969052846,2.883483104,2.740087525
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr8:48135599-86500000",3,5,7,745,5.916750375,9.205890898,38364401,3099827,1.386294361,1.791759469,2.079441542,6.6147256,1.93394606,2.322965093,17.46264056,14.94685718,1.945910149,6.613384218,1.777787375,2.219843594,17.46264053,14.94685686,1.889095507,0.575369543,0.79743674,2.860063772,2.704501034
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chr8:87000000-142766515",3,5,8,940,6.967139259,12.40063494,55766515,5067174,1.386294361,1.791759469,2.197224577,6.84694314,2.07532549,2.595302089,17.83668418,15.43829402,2.079441542,6.845879875,1.941204704,2.517747676,17.83668416,15.43829382,1.923646993,0.663308762,0.923364722,2.881257244,2.736851035
"ATAC_JV_adipose/samples/AC2/MSC77/problems/chrX:37148256-49242997",3,5,8,541,6.949245213,10.31513045,12094741,1126698,1.386294361,1.791759469,2.197224577,6.295266001,2.073076982,2.426140808,16.30828137,13.93480268,2.079441542,6.293419279,1.938633051,2.333611793,16.30828129,13.93480179,1.839504529,0.661983112,0.847417193,2.791673033,2.634389437
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr10:51448845-125869472",2,3,5,1021,5.636725246,17.17372593,74420627,5051259,1.098612289,1.386294361,1.791759469,6.929516771,1.892618656,2.899976921,18.12524372,15.43514828,1.609437912,6.928537818,1.729303267,2.843380654,18.12524371,15.43514808,1.935648798,0.547718591,1.044993715,2.897305646,2.736647252
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr12:145739-7189876",2,4,7,956,8.054669011,23.85811659,7044137,621402,1.098612289,1.609437912,2.079441542,6.863803391,2.203280537,3.213184323,15.76770634,13.3397351,1.945910149,6.862757913,2.086251925,3.172124478,15.7677062,13.33973349,1.926109389,0.735369119,1.154401546,2.757963937,2.590747062
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr12:66500000-109373470",1,3,5,813,4.774438761,14.14506867,42873470,2557772,0.693147181,1.386294361,1.791759469,6.701960366,1.753441067,2.717674979,17.5737638,14.75464752,1.609437912,6.70073111,1.56327643,2.64936606,17.57376378,14.75464713,1.902216641,0.446783894,0.974320389,2.866407095,2.691558092
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr14:19050000-107289540",1,3,5,1112,5.38864755,16.98485596,88239540,5789778,0.693147181,1.386294361,1.791759469,7.014814351,1.854522595,2.889530068,18.29556573,15.57160468,1.609437912,7.013915475,1.684294435,2.832322121,18.29556572,15.57160451,1.947896101,0.521346743,1.041096913,2.90665872,2.745449032
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr16:46510000-88389383",2,3,6,936,6.286855205,18.76115931,41879383,3110924,1.098612289,1.386294361,1.945910149,6.842683282,1.986072068,2.98371836,17.55030424,14.95043067,1.791759469,6.841615476,1.838460978,2.931788739,17.55030421,14.95043035,1.923023885,0.608928797,1.075612728,2.865071284,2.704740085
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr1:206482221-223747846",2,3,5,909,5.56464611,16.04569034,17265625,1164443,1.098612289,1.386294361,1.791759469,6.8134446,1.881698601,2.835897406,16.66422815,13.96775428,1.609437912,6.812345094,1.716433391,2.775440299,16.66422809,13.96775342,1.918736421,0.540248528,1.020809401,2.813264391,2.636751346
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr22:20700000-50364777",2,4,7,1141,8.098744076,23.65276342,29664777,2670356,1.098612289,1.609437912,2.079441542,7.04053639,2.20813639,3.204889,17.20547097,14.79772273,1.945910149,7.03966035,2.091708997,3.163479955,17.20547094,14.79772235,1.951559923,0.737981434,1.151672673,2.845227411,2.694473274
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr2:162200000-234003741",1,3,5,904,4.901733365,13.98840066,71803741,4411573,0.693147181,1.386294361,1.791759469,6.807934944,1.775246098,2.707276612,18.08944715,15.2997421,1.609437912,6.80682936,1.589588891,2.638228462,18.08944714,15.29974187,1.917926426,0.463475423,0.970107655,2.895328737,2.727835957
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr3:60000-66170270",2,3,5,1228,5.60744789,16.39016728,66110270,4542213,1.098612289,1.386294361,1.791759469,7.11395611,1.888197481,2.855904948,18.00683468,15.32892512,1.609437912,7.113142109,1.724095694,2.796681599,18.00683466,15.3289249,1.961944074,0.544702678,1.028433571,2.890751389,2.72974156
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr6:60000-58087659",1,3,5,865,5.377246892,16.60040144,58027659,3708209,0.693147181,1.386294361,1.791759469,6.763884909,1.852736483,2.867921711,17.87643035,15.12605984,1.609437912,6.762729507,1.682176513,2.809426878,17.87643033,15.12605957,1.911426582,0.520088498,1.032980505,2.883483104,2.716419056
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr8:48135599-86500000",1,3,5,925,4.057771422,10.39082474,38364401,2095753,0.693147181,1.386294361,1.791759469,6.830874235,1.620925956,2.432808184,17.46264056,14.55542395,1.609437912,6.829793738,1.400633912,2.34092318,17.46264053,14.55542347,1.921294474,0.336924928,0.850545373,2.860063772,2.677963672
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chr8:87000000-142766515",1,3,5,1004,5.057697796,14.0224058,55766515,3532704,0.693147181,1.386294361,1.791759469,6.91274282,1.801329826,2.709542806,17.83668418,15.07757442,1.609437912,6.9117473,1.620911399,2.640656464,17.83668416,15.07757414,1.933222471,0.482988583,0.971027547,2.881257244,2.713208484
"ATAC_JV_adipose/samples/AC2/MSC80/problems/chrX:37148256-49242997",1,3,5,671,4.663333345,12.29078681,12094741,730897,0.693147181,1.386294361,1.791759469,6.510258341,1.734012649,2.587071074,16.30828137,13.50202919,1.609437912,6.508769137,1.539730502,2.508849942,16.30828129,13.50202783,1.873150366,0.431607403,0.919824458,2.791673033,2.602839883
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr10:51448845-125869472",2,4,7,871,6.101203084,14.46326455,74420627,5758047,1.098612289,1.609437912,2.079441542,6.770789424,1.960264218,2.738467182,18.12524372,15.56610909,1.945910149,6.769641977,1.808485979,2.671611955,18.12524371,15.56610891,1.912448202,0.592490019,0.982682019,2.897305646,2.745096045
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr12:145739-7189876",3,5,8,901,8.156523929,19.16826679,7044137,685657,1.386294361,1.791759469,2.197224577,6.80461452,2.214466623,3.004110418,15.76770634,13.43813424,2.079441542,6.803505258,2.098818089,2.953256141,15.7677062,13.43813278,1.917437958,0.741374372,1.082908338,2.757963937,2.598096396
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr12:66500000-109373470",2,4,6,748,5.168558272,11.73241157,42873470,2903789,1.098612289,1.609437912,1.945910149,6.618738984,1.819465143,2.544150835,17.5737638,14.88152734,1.791759469,6.617402978,1.642593785,2.462355232,17.57376378,14.88152699,1.889702994,0.496276569,0.901118303,2.866407095,2.700120645
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr14:19050000-107289540",2,4,6,1079,5.854244798,14.50450527,88239540,6613522,1.098612289,1.609437912,1.945910149,6.98471632,1.924868139,2.741130644,18.29556573,15.70462705,1.791759469,6.983789965,1.767167005,2.67445931,18.29556572,15.7046269,1.943591744,0.569377702,0.983747233,2.90665872,2.753955376
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr16:46510000-88389383",2,4,7,770,6.731544374,15.75199541,41879383,3537211,1.098612289,1.609437912,2.079441542,6.647688374,2.045308632,2.81851738,17.55030424,15.0788494,1.945910149,6.646390515,1.906804593,2.75696705,17.55030421,15.07884912,1.894073928,0.645428853,1.014131181,2.865071284,2.713293041
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr1:206482221-223747846",2,4,6,739,5.855174776,13.11821572,17265625,1296809,1.098612289,1.609437912,1.945910149,6.606650186,1.925003809,2.647465858,16.66422815,14.07541796,1.791759469,6.605297921,1.767325847,2.574001777,16.66422809,14.07541719,1.887872042,0.569467583,0.9454618,2.813264391,2.644429814
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr22:20700000-50364777",3,5,8,1085,8.334207265,19.89529814,29664777,2952730,1.386294361,1.791759469,2.197224577,6.9902565,2.233685853,3.039524164,17.20547097,14.89824106,2.079441542,6.989335266,2.120368403,2.990483429,17.20547094,14.89824072,1.944385454,0.751589848,1.095435056,2.845227411,2.701243134
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr2:162200000-234003741",2,4,6,833,5.364780632,12.02567978,71803741,5018449,1.098612289,1.609437912,1.945910149,6.726233402,1.850779767,2.566922776,18.08944715,15.42863168,1.791759469,6.725033642,1.679855486,2.487044345,18.08944714,15.42863148,1.905836928,0.51870777,0.911094995,2.895328737,2.73622497
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr3:60000-66170270",2,4,7,1046,6.091238683,13.80600802,66110270,5183981,1.098612289,1.609437912,2.079441542,6.953684211,1.958860034,2.695033046,18.00683468,15.46108404,1.945910149,6.952728645,1.806851457,2.625103861,18.00683466,15.46108385,1.939134193,0.591585804,0.965120461,2.890751389,2.738326148
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr6:60000-58087659",2,4,6,772,5.751767377,13.91297123,58027659,4203630,1.098612289,1.609437912,1.945910149,6.650279049,1.909804304,2.702231386,17.87643035,15.25145923,1.791759469,6.64898455,1.749507177,2.632821587,17.87643033,15.251459,1.894464144,0.559334135,0.968056118,2.883483104,2.72467517
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr8:48135599-86500000",2,3,6,833,4.619571905,9.017225949,38364401,2439992,1.098612289,1.386294361,1.945910149,6.726233402,1.726255487,2.304306206,17.46264056,14.70750573,1.791759469,6.725033642,1.530302039,2.199136742,17.46264053,14.70750532,1.905836928,0.425465127,0.788064893,2.860063772,2.688357929
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chr8:87000000-142766515",2,4,6,957,5.501861556,11.79832964,55766515,4015679,1.098612289,1.609437912,1.945910149,6.864847778,1.872088529,2.549314665,17.83668418,15.20571726,1.791759469,6.863803391,1.7050865,2.467957965,17.83668416,15.20571701,1.926261718,0.533615842,0.903391074,2.881257244,2.721671476
"ATAC_JV_adipose/samples/AC2/MSC83/problems/chrX:37148256-49242997",2,4,6,574,5.323571212,10.51622072,12094741,866595,1.098612289,1.609437912,1.945910149,6.354370041,1.844284114,2.443756539,16.30828137,13.67232817,1.791759469,6.352629396,1.672144359,2.352918896,16.30828129,13.67232702,1.848868805,0.51410685,0.855656641,2.791673033,2.615373864
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr10:51448845-125869472",2,4,6,1385,6.306434088,20.73229504,74420627,5465638,1.098612289,1.609437912,1.945910149,7.23417718,1.988755342,3.078799405,18.12524372,15.5139916,1.791759469,7.233455419,1.841570396,3.031692632,18.12524371,15.51399142,1.97871685,0.610618684,1.109121088,2.897305646,2.741742289
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr12:145739-7189876",2,4,7,1350,8.737075954,28.66533246,7044137,654561,1.098612289,1.609437912,2.079441542,7.208600338,2.275940863,3.389979107,15.76770634,13.39172159,1.945910149,7.207859871,2.167575575,3.355688464,15.7677062,13.39172006,1.975172079,0.773609296,1.210656955,2.757963937,2.59463661
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr12:66500000-109373470",1,3,5,1080,5.161893824,16.67842942,42873470,2695632,0.693147181,1.386294361,1.791759469,6.985641818,1.818384169,2.87234522,17.5737638,14.80714361,1.609437912,6.98471632,1.641303532,2.814116233,17.57376378,14.80714324,1.943724379,0.495490763,1.034648263,2.866407095,2.695109716
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr14:19050000-107289540",2,3,6,1619,6.057011347,21.57358688,88239540,6254977,1.098612289,1.386294361,1.945910149,7.390181428,1.95402164,3.116780501,18.29556573,15.64888818,1.791759469,7.389563954,1.801216501,3.071469737,18.29556572,15.64888802,2.000068728,0.588462271,1.122156189,2.90665872,2.750399862
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr16:46510000-88389383",2,4,7,1265,7.136785325,23.15900399,41879383,3402072,1.098612289,1.609437912,2.079441542,7.143617603,2.096395179,3.184657146,17.55030424,15.03989551,1.945910149,7.142827401,1.96526244,3.142383646,17.55030421,15.03989522,1.966108693,0.675625794,1.144981635,2.865071284,2.710706351
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr1:206482221-223747846",2,3,6,1039,5.888196923,17.8271237,17265625,1210404,1.098612289,1.386294361,1.945910149,6.946975992,1.929809356,2.93529858,16.66422815,14.00646557,1.791759469,6.946013991,1.772949826,2.880721101,16.66422809,14.00646475,1.938167969,0.572644728,1.058040645,2.813264391,2.639518991
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr22:20700000-50364777",2,5,8,1718,9.033542305,29.49118375,29664777,2858638,1.098612289,1.791759469,2.197224577,7.449498005,2.305933711,3.417437584,17.20547097,14.8658562,2.079441542,7.448916103,2.200944572,3.384091363,17.20547094,14.86585585,2.008068532,0.788886619,1.21908544,2.845227411,2.699067029
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr2:162200000-234003741",1,3,5,1363,5.359841446,16.81787427,71803741,4687211,0.693147181,1.386294361,1.791759469,7.218176838,1.850003447,2.880202126,18.08944715,15.36034851,1.609437912,7.217443432,1.678934394,2.822442266,18.08944714,15.36034829,1.976500795,0.518159303,1.037602562,2.895328737,2.731789403
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr3:60000-66170270",2,4,6,1514,6.280299506,20.60970244,66110270,4891088,1.098612289,1.609437912,1.945910149,7.323170718,1.985172002,3.073142401,18.00683468,15.40292554,1.791759469,7.322510434,1.837417671,3.025761957,18.00683466,15.40292533,1.990953225,0.608361146,1.107162946,2.890751389,2.734557448
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr6:60000-58087659",1,3,6,1043,6.018244007,20.09199883,58027659,3998971,0.693147181,1.386294361,1.945910149,6.950814768,1.948513045,3.048893766,17.87643035,15.20154789,1.791759469,6.949856455,1.794795524,3.000321668,17.87643033,15.20154764,1.938721005,0.584891101,1.098719506,2.883483104,2.721397241
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr8:48135599-86500000",1,3,5,1482,4.511377123,12.94074645,38364401,2259457,0.693147181,1.386294361,1.791759469,7.301822342,1.706814523,2.634815951,17.46264056,14.63063552,1.609437912,7.301147806,1.506602456,2.560380973,17.46264053,14.63063508,1.988031569,0.409857086,0.940156065,2.860063772,2.683117623
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chr8:87000000-142766515",2,3,6,1208,5.589598202,16.55244261,55766515,3812018,1.098612289,1.386294361,1.945910149,7.097548851,1.885492376,2.865193121,17.83668418,15.15366953,1.791759469,7.096721378,1.720907407,2.806533681,17.83668416,15.15366927,1.9596329,0.542851714,1.031950156,2.881257244,2.718242698
"ATAC_JV_adipose/samples/AC2/MSC91/problems/chrX:37148256-49242997",2,3,6,981,5.407597484,16.05184265,12094741,815474,1.098612289,1.386294361,1.945910149,6.889591308,1.857484393,2.836258271,16.30828137,13.61152604,1.791759469,6.88857246,1.687804906,2.77582365,16.30828129,13.61152482,1.929863873,0.523428813,1.020947514,2.791673033,2.610916847
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chr12:145739-7189876",1,2,5,1426,6.307176592,26.75042889,7044137,455097,0.693147181,1.098612289,1.791759469,7.263329617,1.98885696,3.323251296,15.76770634,13.02826806,1.609437912,7.262628601,1.841688127,3.286550507,15.7677062,13.02826586,1.98274183,0.610682611,1.189838537,2.757963937,2.567121294
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chr14:19050000-107289540",0,1,3,1525,3.76837972,20.10483305,88239540,3685101,0,0.693147181,1.386294361,7.330405212,1.562006566,3.049502069,18.29556573,15.11980876,1.098612289,7.329749689,1.326645126,3.000960237,18.29556572,15.11980849,1.991941366,0.282653294,1.098932316,2.90665872,2.716005705
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chr16:46510000-88389383",0,2,4,1522,4.742221369,22.4967584,41879383,2129438,0,1.098612289,1.609437912,7.328437353,1.747846134,3.156862471,17.55030424,14.57136912,1.386294361,7.327780538,1.556505669,3.113371228,17.55030421,14.57136865,1.991672679,0.442443353,1.135706135,2.865071284,2.679058552
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chr1:206482221-223747846",0,2,3,1310,4.081861329,18.96241344,17265625,780802,0,1.098612289,1.386294361,7.178545484,1.625677598,2.993851177,16.66422815,13.56807816,1.098612289,7.177782416,1.406553092,2.94245878,16.66422809,13.56807688,1.97099048,0.341142096,1.079245551,2.813264391,2.607719745
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chr3:60000-66170270",0,2,3,1893,3.944151915,18.90432802,66110270,2948057,0,1.098612289,1.386294361,7.546446274,1.598205447,2.990937196,18.00683468,14.89665721,1.098612289,7.545918151,1.372233954,2.939390892,18.00683466,14.89665687,2.021006775,0.316440035,1.07820238,2.890751389,2.701136816
"ATAC_JV_adipose/samples/ACi/MSC77/problems/chrX:37148256-49242997",0,1,3,873,3.310339924,14.51440694,12094741,484168,0,0.693147181,1.386294361,6.773080376,1.46101677,2.741769072,16.30828137,13.0901893,1.098612289,6.771935556,1.19705088,2.675141738,16.30828129,13.09018723,1.912786948,0.179860932,0.984002365,2.791673033,2.571862883
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chr12:145739-7189876",1,3,6,1229,7.253128098,25.5340348,7044137,545387,0.693147181,1.386294361,1.945910149,7.114769448,2.110592292,3.278428241,15.76770634,13.20925275,1.791759469,7.11395611,1.981432838,3.24001226,15.7677062,13.20925091,1.962058504,0.683820238,1.175577114,2.757963937,2.580917411
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chr14:19050000-107289540",1,2,4,1281,4.692479777,19.29602197,88239540,4830268,0.693147181,1.098612289,1.609437912,7.156176637,1.739145966,3.010424905,18.29556573,15.39041272,1.386294361,7.155396302,1.54596118,2.959898959,18.29556572,15.39041251,1.9678668,0.43564584,1.085155132,2.90665872,2.733744751
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chr16:46510000-88389383",1,3,5,1407,5.751999474,21.8210876,41879383,2695082,0.693147181,1.386294361,1.791759469,7.249925537,1.909838679,3.127685003,17.55030424,14.80693956,1.609437912,7.249215057,1.749547529,3.082876823,17.55030421,14.80693919,1.980893195,0.5593572,1.125863195,2.865071284,2.695095935
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chr1:206482221-223747846",1,2,4,1229,5.048197444,18.5039935,17265625,1005896,0.693147181,1.098612289,1.609437912,7.114769448,1.799760285,2.97061924,16.66422815,13.82139024,1.386294361,7.11395611,1.619031238,2.917986574,16.66422809,13.82138924,1.962058504,0.481827969,1.070893849,2.813264391,2.626217337
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chr3:60000-66170270",1,2,4,1535,4.858677631,18.36280686,66110270,3788532,0.693147181,1.098612289,1.609437912,7.336936914,1.767923918,2.963354054,18.00683468,15.14748943,1.386294361,7.33628566,1.580766308,2.910327253,18.00683466,15.14748917,1.992832674,0.457909735,1.068265533,2.890751389,2.717834787
"ATAC_JV_adipose/samples/ACi/MSC80/problems/chrX:37148256-49242997",1,2,4,741,4.029797331,13.59519278,12094741,614934,0.693147181,1.098612289,1.609437912,6.609349243,1.615379691,2.680692213,16.30828137,13.32927185,1.386294361,6.608000625,1.393716085,2.609716258,16.30828129,13.32927022,1.888281131,0.331973622,0.959241502,2.791673033,2.589962386
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chr12:145739-7189876",2,4,7,1893,9.001670609,35.5194727,7044137,611171,1.098612289,1.609437912,2.079441542,7.546446274,2.30275214,3.597845617,15.76770634,13.3231337,1.945910149,7.545918151,2.197410183,3.570081073,15.7677062,13.32313207,2.021006775,0.787279478,1.272588305,2.757963937,2.589501778
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chr14:19050000-107289540",1,2,5,2111,5.663368939,28.01171194,88239540,5188024,0.693147181,1.098612289,1.791759469,7.655390645,1.896625203,3.367699609,18.29556573,15.46186364,1.609437912,7.654917048,1.734018934,3.332622706,18.29556572,15.46186345,2.035348193,0.550441798,1.203759594,2.90665872,2.73837657
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chr16:46510000-88389383",1,3,6,2030,7.015759521,30.33684175,41879383,2966430,0.693147181,1.386294361,1.945910149,7.616283562,2.081409544,3.444794458,17.55030424,14.9028701,1.791759469,7.615791072,1.948158979,3.412362873,17.55030421,14.90286977,2.030223864,0.666884813,1.227404976,2.865071284,2.701553796
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chr1:206482221-223747846",1,2,5,1620,5.739337325,24.63840044,17265625,1038352,0.693147181,1.098612289,1.791759469,7.390798522,1.9079616,3.244091245,16.66422815,13.85314636,1.609437912,7.390181428,1.747343755,3.204306219,16.66422809,13.8531454,2.000152285,0.558096781,1.164495599,2.813264391,2.628512311
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chr3:60000-66170270",1,3,5,2140,5.795468147,25.85153126,66110270,4069837,0.693147181,1.386294361,1.791759469,7.669028289,1.916255941,3.29032285,18.00683468,15.21911375,1.609437912,7.668561108,1.757076258,3.252369836,18.00683466,15.21911351,2.037128998,0.563651211,1.179383911,2.890751389,2.722552105
"ATAC_JV_adipose/samples/ACi/MSC83/problems/chrX:37148256-49242997",1,2,5,1328,4.864631578,20.48473729,12094741,668716,0.693147181,1.098612289,1.791759469,7.192182059,1.768939663,3.067342789,16.30828137,13.41311623,1.609437912,7.19142933,1.581990984,3.019680086,16.30828129,13.41311473,1.972889946,0.45868417,1.105150894,2.791673033,2.59623294
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chr12:145739-7189876",0,0,2,594,1.623537702,7.53491018,7044137,151906,0,0,1.098612289,6.388561406,0.964523675,2.144164833,15.76770634,11.93102377,0.693147181,6.386879319,0.484607535,2.019546912,15.7677062,11.93101719,1.85424578,-0.724415921,0.702873185,2.757963937,2.479141495
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chr14:19050000-107289540",0,0,1,527,1.237574641,6.431619855,88239540,1468312,0,0,0.693147181,6.269096284,0.80539253,2.00574385,18.29556573,14.19962468,0,6.267200549,0.213153529,1.861226428,18.29556572,14.199624,1.835329771,-1.545742578,0.62123564,2.90665872,2.653215485
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chr16:46510000-88389383",0,0,2,556,1.413133498,6.887750175,41879383,791525,0,0,1.098612289,6.32256524,0.88092611,2.065310945,17.55030424,13.58171801,0.693147181,6.320768294,0.345809578,1.929744497,17.55030421,13.58171674,1.843840766,-1.061867009,0.657387609,2.865071284,2.608724531
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chr1:206482221-223747846",0,0,2,422,1.355241875,6.237218266,17265625,313717,0,0,1.098612289,6.047372179,0.856643429,1.979236915,16.66422815,12.65624977,0.693147181,6.045005314,0.303979944,1.830534292,16.66422809,12.65624658,1.799232363,-1.190793553,0.604607887,2.813264391,2.538150894
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chr3:60000-66170270",0,0,2,660,1.295833749,6.130938309,66110270,1166113,0,0,1.098612289,6.49375384,0.831096067,1.964442826,18.00683468,13.96918741,0.693147181,6.492239835,0.259154309,1.813347807,18.00683466,13.96918655,1.870607592,-1.350331606,0.595174754,2.890751389,2.636853943
"ATAC_JV_adipose/samples/ACi/MSC91/problems/chrX:37148256-49242997",0,0,1,245,1.074667577,4.36899462,12094741,186104,0,0,0.693147181,5.505331536,0.729800937,1.680640669,16.30828137,12.13406631,0,5.501258211,0.072011383,1.474532919,16.30828129,12.13406094,1.704976832,-2.63093108,0.388341274,2.791673033,2.496016451
