sequenceID,labelStart,labelEnd,annotation,max.changes,min.changes,color,possible.fn,possible.fp
171_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
240_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
263_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
241_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
259_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
432_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
221_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
176_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
285_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
266_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
471_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
465_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
322_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
435_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
365_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
466_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
462_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
243_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
315_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
37_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
33_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
75_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
64_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
496_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
109_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
276_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
499_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
318_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
181_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
433_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
454_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
328_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
603_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
417_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
311_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
56_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
307_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
387_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
108_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
207_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
79_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
253_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
164_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
421_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
153_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
167_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
22_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
67_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
382_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
367_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
126_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
345_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
55_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
36_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
31_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
80_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
376_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
160_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
231_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
23_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
279_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
281_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
271_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
334_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
381_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
490_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
98_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
377_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
501_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
407_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
472_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
361_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
511_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
569_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
570_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
564_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
584_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
510_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
566_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
405_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
237_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
125_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
105_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
568_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
578_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
484_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
565_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
340_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
601_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
225_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
344_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
512_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
575_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
486_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
306_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
437_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
450_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
434_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
200_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
288_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
469_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
272_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
463_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
439_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
335_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
453_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
494_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
581_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
585_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
580_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
577_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
386_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
563_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
343_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
398_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
579_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
392_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
416_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
480_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
354_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
347_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
573_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
157_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
422_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
571_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
341_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
582_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
357_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
589_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
489_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
506_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
452_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
406_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
350_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
431_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
61_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
159_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
470_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
516_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
505_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
587_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
586_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
457_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
464_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
88_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
1_chr11,53700000,135006516,breakpoint,Inf,1,#a445ee,1,0
273_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
42_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
403_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
383_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
509_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
236_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
129_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
111_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
53_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
47_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
69_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
120_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
256_chr11,53700000,135006516,normal,0,0,#f6f4bf,0,1
454_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
276_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
499_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
318_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
181_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
433_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
376_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
160_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
231_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
23_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
279_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
271_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
334_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
381_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
490_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
98_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
377_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
501_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
407_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
472_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
361_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
511_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
569_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
570_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
564_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
584_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
510_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
566_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
405_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
237_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
125_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
105_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
568_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
578_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
484_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
565_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
340_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
601_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
225_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
344_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
512_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
575_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
486_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
437_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
450_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
434_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
200_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
288_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
469_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
272_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
463_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
439_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
335_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
453_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
494_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
581_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
585_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
580_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
577_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
386_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
563_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
343_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
398_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
579_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
392_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
416_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
480_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
354_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
347_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
573_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
157_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
422_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
571_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
341_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
582_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
357_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
589_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
489_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
506_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
452_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
406_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
350_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
33_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
75_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
64_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
496_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
587_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
586_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
457_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
464_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
88_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
1_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
273_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
328_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
603_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
417_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
311_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
56_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
307_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
387_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
108_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
207_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
79_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
253_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
164_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
421_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
153_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
167_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
22_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
67_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
382_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
367_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
126_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
345_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
55_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
36_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
31_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
80_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
477_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
418_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
413_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
535_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
557_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
596_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
481_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
541_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
534_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
537_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
397_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
526_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
536_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
122_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
559_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
338_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
551_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
543_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
524_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
390_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
308_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
355_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
415_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
515_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
284_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
143_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
134_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
262_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
118_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
49_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
140_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
97_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
239_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
85_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
169_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
498_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
26_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
312_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
137_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
360_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
130_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
139_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
95_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
132_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
34_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
43_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
16_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
158_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
492_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
283_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
70_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
458_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
455_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
459_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
460_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
449_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
242_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
438_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
425_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
62_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
445_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
193_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
99_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
48_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
264_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
286_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
197_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
187_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
444_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
265_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
302_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
295_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
389_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
269_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
230_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
96_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
11_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
87_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
63_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
109_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
300_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
305_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
92_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
379_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
291_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
304_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
299_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
10_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
24_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
100_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
366_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
199_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
369_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
219_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
238_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
198_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
208_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
301_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
436_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
210_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
117_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
214_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
15_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
330_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
274_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
289_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
101_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
332_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
14_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
249_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
232_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
323_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
277_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
106_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
12_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
189_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
113_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
18_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
66_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
204_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
314_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
44_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
5_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
112_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
8_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
81_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
121_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
270_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
245_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
173_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
149_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
114_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
310_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
91_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
191_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
503_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
40_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
94_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
